Price,Close,High,Low,Open,Volume
Ticker,GSIW,GSIW,GSIW,GSIW,GSIW
Datetime,,,,,
2025-02-07 14:31:00+00:00,0.4900999963283539,0.4900999963283539,0.48399999737739563,0.48399999737739563,40760
2025-02-07 14:32:00+00:00,0.4900999963283539,0.4900999963283539,0.4900999963283539,0.4900999963283539,6433
2025-02-07 14:34:00+00:00,0.491100013256073,0.491100013256073,0.4900999963283539,0.4900999963283539,2400
2025-02-07 14:35:00+00:00,0.5016999840736389,0.5016999840736389,0.4909000098705292,0.4909000098705292,6261
2025-02-07 14:36:00+00:00,0.5202000141143799,0.5472000241279602,0.5062000155448914,0.527999997138977,9484
2025-02-07 14:37:00+00:00,0.5296000242233276,0.5471000075340271,0.5252000093460083,0.5295000076293945,6609
2025-02-07 14:38:00+00:00,0.5410000085830688,0.550000011920929,0.5281000137329102,0.5473999977111816,6212
2025-02-07 14:39:00+00:00,0.546999990940094,0.550000011920929,0.538100004196167,0.5392000079154968,6655
2025-02-07 14:40:00+00:00,0.557699978351593,0.5636000037193298,0.538100004196167,0.5523999929428101,17619
2025-02-07 14:41:00+00:00,0.607200026512146,0.6200000047683716,0.550000011920929,0.5577999949455261,134692
2025-02-07 14:42:00+00:00,0.5709999799728394,0.6399999856948853,0.5709999799728394,0.6071000099182129,228186
2025-02-07 14:43:00+00:00,0.6100000143051147,0.6200000047683716,0.5710999965667725,0.5723999738693237,131659
2025-02-07 14:44:00+00:00,0.6211000084877014,0.6299999952316284,0.5942999720573425,0.6075000166893005,248396
2025-02-07 14:45:00+00:00,0.6373999714851379,0.6399999856948853,0.6140999794006348,0.6263999938964844,302525
2025-02-07 14:46:00+00:00,0.660099983215332,0.6952000260353088,0.621999979019165,0.6373999714851379,529414
2025-02-07 14:47:00+00:00,0.7099999785423279,0.7200000286102295,0.6628999710083008,0.6650999784469604,510630
2025-02-07 14:48:00+00:00,0.7735999822616577,0.8100000023841858,0.7064999938011169,0.710099995136261,1425836
2025-02-07 14:49:00+00:00,0.7670999765396118,0.8167999982833862,0.7400000095367432,0.7949000000953674,1524487
2025-02-07 14:50:00+00:00,0.7949000000953674,0.8131999969482422,0.741100013256073,0.7695000171661377,1676219
2025-02-07 14:51:00+00:00,0.7644000053405762,0.800000011920929,0.75,0.7900000214576721,1202219
2025-02-07 14:52:00+00:00,0.8628000020980835,0.8901000022888184,0.7642999887466431,0.7644000053405762,2084491
2025-02-07 14:53:00+00:00,0.8539000153541565,0.8769000172615051,0.8065000176429749,0.8618000149726868,2762484
2025-02-07 14:54:00+00:00,0.8701000213623047,0.8992999792098999,0.8199999928474426,0.8496000170707703,1961503
2025-02-07 14:55:00+00:00,0.9164999723434448,0.928600013256073,0.8518999814987183,0.8812999725341797,1807061
2025-02-07 14:56:00+00:00,0.9021000266075134,0.9386000037193298,0.8598999977111816,0.9117000102996826,1753185
2025-02-07 14:57:00+00:00,0.8970999717712402,0.9157999753952026,0.8799999952316284,0.9093000292778015,1459887
2025-02-07 14:58:00+00:00,0.8323000073432922,0.8970999717712402,0.809499979019165,0.8935999870300293,1979785
2025-02-07 14:59:00+00:00,0.8363999724388123,0.8489999771118164,0.8105000257492065,0.832099974155426,1272472
2025-02-07 15:00:00+00:00,0.8568999767303467,0.8776000142097473,0.8320000171661377,0.8363999724388123,1328176
2025-02-07 15:01:00+00:00,1.0095000267028809,1.0299999713897705,0.8515999913215637,0.8549000024795532,3697355
2025-02-07 15:02:00+00:00,1.0199999809265137,1.0399999618530273,0.9710000157356262,1.0096999406814575,2854481
2025-02-07 15:03:00+00:00,1.0104999542236328,1.0299999713897705,0.9599999785423279,1.0199999809265137,2068778
2025-02-07 15:04:00+00:00,0.9998999834060669,1.0199999809265137,0.9711999893188477,1.0198999643325806,1489238
2025-02-07 15:05:00+00:00,0.9562000036239624,1.1098999977111816,0.9330000281333923,0.9980999827384949,3227282
2025-02-07 15:06:00+00:00,1.0,1.0,0.949999988079071,0.9606999754905701,1112478
2025-02-07 15:07:00+00:00,1.01010000705719,1.0299999713897705,0.9944000244140625,0.9944000244140625,2133073
2025-02-07 15:08:00+00:00,0.9980999827384949,1.0299999713897705,0.9700000286102295,1.01010000705719,1757451
2025-02-07 15:09:00+00:00,1.0091999769210815,1.0199999809265137,0.9702000021934509,0.9980999827384949,1477441
2025-02-07 15:10:00+00:00,0.9988999962806702,1.0299999713897705,0.9900000095367432,1.0049999952316284,1304782
2025-02-07 15:11:00+00:00,0.9495000243186951,1.0,0.9399999976158142,0.9979000091552734,1691351
2025-02-07 15:12:00+00:00,0.9642000198364258,0.967199981212616,0.9399999976158142,0.949400007724762,1013338
2025-02-07 15:13:00+00:00,0.9445000290870667,0.9728999733924866,0.9399999976158142,0.9649999737739563,939382
2025-02-07 15:14:00+00:00,1.0190000534057617,1.0299999713897705,0.9261000156402588,0.9422000050544739,2284452
2025-02-07 15:15:00+00:00,1.1399999856948853,1.1399999856948853,1.01010000705719,1.0119999647140503,1882393
2025-02-07 15:20:00+00:00,1.1549999713897705,1.25,1.059999942779541,1.2000000476837158,3369163
2025-02-07 15:21:00+00:00,1.149999976158142,1.2100000381469727,1.100000023841858,1.1519999504089355,2704596
2025-02-07 15:22:00+00:00,1.090000033378601,1.1598999500274658,1.059999942779541,1.149999976158142,2675432
2025-02-07 15:23:00+00:00,1.100100040435791,1.149999976158142,1.0700000524520874,1.0850000381469727,1836288
2025-02-07 15:24:00+00:00,1.0800000429153442,1.1299999952316284,1.059999942779541,1.1050000190734863,1729086
2025-02-07 15:25:00+00:00,1.1050000190734863,1.1200000047683716,1.0700000524520874,1.089900016784668,1592015
2025-02-07 15:26:00+00:00,1.0092999935150146,1.1200000047683716,1.0,1.1019999980926514,2448284
2025-02-07 15:27:00+00:00,0.949999988079071,1.0099999904632568,0.949999988079071,1.0099999904632568,1122765
2025-02-07 15:32:00+00:00,0.9779000282287598,0.9900000095367432,0.949999988079071,0.9599999785423279,1989823
2025-02-07 15:33:00+00:00,0.942300021648407,0.984000027179718,0.9230999946594238,0.9739999771118164,2227397
2025-02-07 15:34:00+00:00,0.8690000176429749,0.9498999714851379,0.8353999853134155,0.9467999935150146,3013889
2025-02-07 15:35:00+00:00,0.8673999905586243,0.8809000253677368,0.8518999814987183,0.8690000176429749,950565
2025-02-07 15:36:00+00:00,0.8632000088691711,0.8751000165939331,0.8518999814987183,0.8648999929428101,873102
2025-02-07 15:37:00+00:00,0.8495000004768372,0.8751999735832214,0.8458999991416931,0.8634999990463257,933342
2025-02-07 15:38:00+00:00,0.8701000213623047,0.8830000162124634,0.8453999757766724,0.8471999764442444,1001607
2025-02-07 15:39:00+00:00,0.8533999919891357,0.8684999942779541,0.8360000252723694,0.8684999942779541,1052284
2025-02-07 15:40:00+00:00,0.800599992275238,0.8560000061988831,0.800000011920929,0.8535000085830688,1712591
2025-02-07 15:41:00+00:00,0.805899977684021,0.8234999775886536,0.794700026512146,0.8019000291824341,1410482
2025-02-07 15:42:00+00:00,0.7799999713897705,0.8156999945640564,0.7799999713897705,0.8059999942779541,906809
2025-02-07 15:43:00+00:00,0.7827000021934509,0.7914000153541565,0.7713000178337097,0.7799999713897705,1244996
2025-02-07 15:44:00+00:00,0.7990000247955322,0.8095999956130981,0.7763000130653381,0.7763000130653381,614806
2025-02-07 15:45:00+00:00,0.8148000240325928,0.8148000240325928,0.7986000180244446,0.7997000217437744,914968
2025-02-07 15:46:00+00:00,0.8177000284194946,0.8198999762535095,0.8012999892234802,0.8136000037193298,645641
2025-02-07 15:47:00+00:00,0.810699999332428,0.8235999941825867,0.800000011920929,0.8177000284194946,699641
2025-02-07 15:48:00+00:00,0.8230999708175659,0.8248000144958496,0.7799999713897705,0.8105999827384949,571664
2025-02-07 15:49:00+00:00,0.8097000122070312,0.8399999737739563,0.8023999929428101,0.8220000267028809,906561
2025-02-07 15:50:00+00:00,0.8101000189781189,0.8281999826431274,0.8021000027656555,0.817799985408783,405844
2025-02-07 15:51:00+00:00,0.807200014591217,0.8198999762535095,0.8040000200271606,0.8102999925613403,243955
2025-02-07 15:52:00+00:00,0.7835999727249146,0.8141000270843506,0.7835999727249146,0.807200014591217,353053
2025-02-07 15:53:00+00:00,0.7914999723434448,0.796500027179718,0.7799999713897705,0.7831000089645386,540111
2025-02-07 15:54:00+00:00,0.8389999866485596,0.843999981880188,0.7900000214576721,0.7900999784469604,962120
2025-02-07 15:55:00+00:00,0.854200005531311,0.8579999804496765,0.824999988079071,0.8389000296592712,753529
2025-02-07 15:56:00+00:00,0.8482000231742859,0.8700000047683716,0.8299999833106995,0.8536999821662903,1067782
2025-02-07 15:57:00+00:00,0.8597000241279602,0.8600000143051147,0.8432999849319458,0.8500000238418579,527862
2025-02-07 15:58:00+00:00,0.8695999979972839,0.8695999979972839,0.8446999788284302,0.8597000241279602,785494
2025-02-07 15:59:00+00:00,0.8999999761581421,0.9014000296592712,0.8684999942779541,0.8684999942779541,1552030
2025-02-07 16:00:00+00:00,0.8812999725341797,0.9067999720573425,0.8812000155448914,0.8968999981880188,1417244
2025-02-07 16:01:00+00:00,0.8871999979019165,0.9218999743461609,0.8754000067710876,0.8812999725341797,1657774
2025-02-07 16:02:00+00:00,0.8672999739646912,0.8974000215530396,0.8672999739646912,0.8881999850273132,741106
2025-02-07 16:03:00+00:00,0.8639000058174133,0.8840000033378601,0.8555999994277954,0.8684999942779541,848852
2025-02-07 16:04:00+00:00,0.8700000047683716,0.8783000111579895,0.8632000088691711,0.8632000088691711,450087
2025-02-07 16:05:00+00:00,0.8485999703407288,0.8680999875068665,0.8331000208854675,0.8680999875068665,948221
2025-02-07 16:06:00+00:00,0.8349999785423279,0.8600000143051147,0.8349999785423279,0.8496000170707703,593729
2025-02-07 16:07:00+00:00,0.8400999903678894,0.8549000024795532,0.828000009059906,0.835099995136261,1098762
2025-02-07 16:08:00+00:00,0.8553000092506409,0.8744000196456909,0.8100000023841858,0.8400999903678894,840130
2025-02-07 16:09:00+00:00,0.8787000179290771,0.8799999952316284,0.8540999889373779,0.855400025844574,540354
2025-02-07 16:10:00+00:00,0.9144999980926514,0.9179999828338623,0.8700000047683716,0.8791000247001648,1426810
2025-02-07 16:11:00+00:00,0.9146000146865845,0.9383999705314636,0.9000999927520752,0.9176999926567078,1334176
2025-02-07 16:12:00+00:00,0.91839998960495,0.9366000294685364,0.9100000262260437,0.9118000268936157,864268
2025-02-07 16:14:00+00:00,0.9459999799728394,0.9459999799728394,0.9362999796867371,0.9434999823570251,4067220
2025-02-07 16:15:00+00:00,0.961899995803833,0.9725000262260437,0.9272000193595886,0.9448999762535095,1637273
2025-02-07 16:16:00+00:00,0.9771999716758728,0.9771999716758728,0.9771999716758728,0.9771999716758728,0
